firstname,pctwhite,pcthispanic,pctblack,pctapi,count
CHRISTINA,0.7572505802350354,0.16211849290382668,0.05550786874121503,0.02512305811992294,434426.7227811657
TRACY,0.8173199169136371,0.02629070053278533,0.13755540305083555,0.01883397950274181,414104.85885362426
THERESA,0.7637921160674087,0.09249458833579152,0.12476806845581637,0.01894522714098341,430544.84189122036
JANICE,0.7711286557920267,0.027289159621992732,0.1870827718532421,0.014499412732738377,428179.20153529156
JUSTIN,0.8919271855233198,0.03925385206472859,0.04812833835266354,0.020690624059288117,385558.48337684944
JOAN,0.8581743909513126,0.024068710274151684,0.10659584903319594,0.011161049741339654,396806.5492231297
JUAN,0.015789403391793324,0.9722606788496004,0.006674645779146225,0.005275271979460044,1022206.8300880851
SUZANNE,0.930446038298535,0.04173039866756006,0.01677360863625183,0.01104995439765308,368123.6586671547
DAWN,0.8687842670649776,0.023304060994029693,0.10082294760869041,0.00708872433230233,386979.88584633026
LESLIE,0.8205975779092343,0.047359165851139494,0.11778566623811378,0.014257590001512528,398077.6453849244
WENDY,0.8356940102691476,0.07624055545532889,0.053896933435763246,0.03416850083976031,386043.54390048824
SEAN,0.8775995745528985,0.023948902946908764,0.0803411307937608,0.018110391706431892,376802.33488236886
JANE,0.9038666258749637,0.025267116629161444,0.03464070304772913,0.0362255544481457,357490.5186426874
MARTIN,0.5489032088558993,0.4120917104897157,0.02762862281647292,0.011376457837912012,482332.92495812866
JACQUELINE,0.5640999263794714,0.11813694157327356,0.3049333462852701,0.012829785761985018,469907.3286028235
JEAN,0.7118379092338137,0.03628950002008552,0.22565994705646183,0.026212643689638902,402635.9251115952
BRYAN,0.8650688818119262,0.037399620394525185,0.07155529134283892,0.025976206450709496,354017.0888738638
LYNN,0.8913789226933493,0.026238166844698468,0.05583978676217052,0.026543123699781627,343640.7495427396
AARON,0.8021648605074098,0.07527939251266724,0.10460497847632119,0.01795076850360181,369902.9764316019
DIANA,0.6596097028948754,0.2624456110462393,0.05495833093028403,0.02298635512860124,409252.41082854144
BRADLEY,0.9812492489832796,0.0065474003948571445,0.007010556954749276,0.005192793667114107,323948.1012817609
JEREMY,0.9142888345771248,0.04099589113279323,0.03865945254215334,0.006055821747928679,336405.36703436635
KATHY,0.8534844927758439,0.047410989510027944,0.07340923454685896,0.025695283167269108,341321.81283036765
PAULA,0.8071320511052034,0.0863839986425896,0.09951981830579042,0.006964131946416721,356713.02211861423
MARTHA,0.41971279280383894,0.49830527036595523,0.07724649587214907,0.00473544095805685,505227.4114969635
CARL,0.7525273554592231,0.02432052658142327,0.2114458524987469,0.011706265460606751,371147.11322607397
MICHELE,0.8614548264814466,0.043986890297318317,0.08668976223878538,0.007868520982449731,337573.3353579094
WAYNE,0.7960704121123241,0.018253323072305743,0.15192654407748943,0.03374972073788084,349093.4373024042
ERIN,0.9518580992893474,0.02720969583170447,0.016680623411199302,0.004251581467748762,312051.8702691912
JOYCE,0.6735963079269559,0.022879884634003426,0.27459245971023927,0.028931347728801408,382532.7144359784
ANNA,0.7038906973871166,0.184402682400584,0.06719856584462079,0.0445080543676786,358126.24318564765
JUDY,0.8194310606698789,0.050420996822396855,0.0877799690845992,0.04236797342312489,326068.192746966
RUSSELL,0.8758181998901897,0.020005054269082043,0.08887515812375382,0.015301587716974244,318461.2874007145
SAMUEL,0.49597912952750306,0.2346029025501711,0.23281153796820916,0.03660642995411658,433809.31089568266
SHANNON,0.8726954985125656,0.030088399021715857,0.09219343737261983,0.005022665093098628,317380.45771010645
JACK,0.895242871477669,0.029931844022934095,0.03455658900145715,0.04026869549793964,301993.85270892555
SHAWN,0.8576569740833064,0.026876233968176507,0.1008937599222912,0.014573032026225938,316392.1433443472
KIM,0.7497999451678048,0.02055218248250011,0.14317095151288214,0.08647692083681303,323600.67241884815
SARA,0.7836341421016291,0.17242148825327863,0.03389761274472656,0.010046756900365715,326041.9975529546
CHAD,0.9508608793939042,0.012896828199937944,0.028241757404992646,0.00800053500116525,287944.88251627184
WALTER,0.663657377442186,0.10418246345785145,0.21770602964794816,0.014454129452014308,361196.2632703675
RACHEL,0.7921701615180846,0.11424053132093956,0.07311502765188127,0.020474279509094404,315597.3691021951
DALE,0.9120347012463307,0.013807792810277409,0.06432498573850073,0.009832520204891441,288142.8094865926
DANA,0.8599117833597726,0.020304330819153494,0.11360081171375101,0.00618307410732297,300546.8650735963
VIRGINIA,0.6522639519678081,0.22276640875433115,0.10440748578226851,0.020562153495592178,349281.91366363765
PHILLIP,0.7723335333859593,0.07658811047548633,0.12522516526907773,0.025853190869476555,312354.1297530544
RANDY,0.853262161859367,0.05016756082967975,0.06824278994568846,0.02832748736526467,291006.4904548799
BEVERLY,0.6916311539865732,0.03607157369101372,0.26340045033804854,0.008896821984364693,338690.5951075185
SHIRLEY,0.5915813173450734,0.04549720739951494,0.32935189297319695,0.03356958228221485,362445.3716992558
JAMIE,0.8756816730944716,0.05567276084343251,0.053467463529086504,0.015178102533009566,286105.7217436457
JOEL,0.6615612244154649,0.2673676886354402,0.055443138774617165,0.015627948174477647,334169.2198015158
TAMMY,0.8380498168933116,0.042712482761537454,0.0944498559189608,0.02478784442619022,286320.75067806646
JOANNE,0.8562964657100867,0.05290395585369778,0.06020716811481127,0.030592410321404282,280493.2858150554
ARTHUR,0.6350782468392717,0.14068274655527108,0.19852364293414979,0.02571536367130755,337573.9925848643
STEVE,0.741956851661922,0.12534046600433824,0.07024069694858444,0.062461985385155176,296684.61400545505
VICTOR,0.24528408291524106,0.6278099856093634,0.09206081381285193,0.03484511766254364,497913.8668181312
CARLOS,0.049710623193879144,0.919143447328371,0.023573073966370532,0.00757285551137933,689706.5089404291
JON,0.9271522518780723,0.02889698352738406,0.02565498675492721,0.018295777839616598,266135.49266370904
BETTY,0.6169431562005967,0.06617080133940403,0.28726342721945614,0.029622615240543073,341114.3809914513
MARILYN,0.7515447042242667,0.06457258930089667,0.1626176031929726,0.02126510328186415,303860.78347837104
NATHAN,0.8796045977954441,0.02430509036362077,0.07629201933748173,0.019798292503453288,273515.51943387906
BONNIE,0.9275541735889881,0.02299605596084137,0.036762334263435274,0.012687436186735224,265071.9500299469
RANDALL,0.9311704988478771,0.020431264506985736,0.035091632322835416,0.01330660432230176,259467.83999910133
EMILY,0.8563637609130137,0.04647210254537506,0.0582045625969884,0.0389595739446227,268705.7196654799
LAURIE,0.9392074082116442,0.03498472740560989,0.01893839557514474,0.006869468807601195,257813.3796717758
GLENN,0.8430615854712891,0.019559353023190958,0.1031029028519886,0.03427615865353122,271981.40652589826
VINCENT,0.6688759871724698,0.10110027246511433,0.16455891268649156,0.06546482767592443,304793.69051639247
HENRY,0.4614446361682535,0.20977102733578576,0.2313898929569228,0.09739444353903784,353052.25828800956
VICTORIA,0.6626060629471594,0.19950690142609973,0.10859998217013983,0.029287053456601056,309693.72148019733
GLORIA,0.2972033817243667,0.43163771379059124,0.24568358545912497,0.02547531902591711,456536.7501932629
HELEN,0.6393047757272899,0.07958547209383657,0.20052315481323307,0.08058659736564033,304183.99960250384
ELLEN,0.9080598079019023,0.02080652805462023,0.043357275174797594,0.027776388868679815,254839.4651417008
RUTH,0.6817817900677122,0.14448660059201954,0.15687542760719858,0.01685618173306968,305080.3164536965
MARIE,0.5802573141781641,0.08522016245371314,0.3095276137792641,0.024994909588858725,333591.39002377004
MARC,0.850242748816891,0.0459356719859546,0.09548751950499453,0.008334059692159772,265981.8651932853
LUIS,0.04021320507865503,0.9530384175231851,0.0014840566466943462,0.005264320751465478,655109.4790674042
CINDY,0.825356022254579,0.09177119909762467,0.02874395251547552,0.05412882613232085,259942.3790014935
BRANDON,0.8147453532067335,0.04436743965568831,0.1221199498699869,0.018767257267591375,269584.26907611865
VALERIE,0.6804284908645204,0.08968556956759988,0.21667556342251132,0.013210376145368581,301930.86732324807
TINA,0.7821131653303793,0.06087877811844626,0.10402507791060182,0.05298297864057259,266078.3531206184
JAY,0.8805327607512193,0.04029998357041838,0.02936624119039453,0.049801014487967823,244484.0956909293
GAIL,0.8342531350649925,0.015265637074722246,0.13588522200751854,0.014596005852766719,260691.03246992556
KRISTIN,0.9587558012167268,0.01689304286179115,0.017962486792589077,0.006388669128892956,235000.48728210534
DOROTHY,0.6010940091174961,0.03702902069158475,0.3497963925073821,0.012080577683536918,316342.4818562474
LOUIS,0.6491614525904397,0.18310146448787976,0.14856164871170063,0.01917543420997999,295818.4745030832
MAUREEN,0.9186982722503895,0.023307305653745707,0.047616075504570525,0.010378346591294217,238770.23143802438
CONNIE,0.8064876033488,0.08658211140872553,0.0660361918670309,0.0408940933754435,251167.52594727627
COLLEEN,0.9510048809422186,0.017185536441265765,0.025306353679511367,0.006503228937004344,231496.50339738774
BARRY,0.8762774721923718,0.016384467213066755,0.09784793982614212,0.00949012076841925,242915.5491733572
BETH,0.9676711176710119,0.015180254460287038,0.012863255759065573,0.004285372109635544,227059.15637490334
CHRIS,0.84600419762687,0.06059952771850377,0.054036240718739505,0.03936003393588682,240800.3657184211
LEE,0.7949958212026437,0.025252864860303644,0.14321140933169754,0.03653990460535514,251812.46395048467
MONICA,0.4427038919854495,0.3674672964363368,0.16976114171541934,0.02006766986279439,349163.1319495625
KYLE,0.9251953110458814,0.0103728765914401,0.04943144706634246,0.015000365296336143,230373.074313864
KRISTEN,0.9538911383502163,0.023334774974152542,0.02004497076326586,0.0027291159123651785,227083.43430811513
RALPH,0.7289622937410484,0.13177680729031666,0.13000136440371046,0.009259534564924628,268526.1679477785
SHEILA,0.6916828582118136,0.04309639067576214,0.24891835922708244,0.016302391885341806,277507.09525599424
ALBERT,0.5427128780511004,0.20550854987156705,0.19742835851363666,0.05435021356369596,298625.4291004979
FREDERICK,0.7499883312439395,0.022966027695022376,0.2047448842954524,0.022300756765585725,254233.08024497845
CARRIE,0.8829245683894763,0.029007169497115917,0.07683145873991473,0.011236803373493,228644.2317301757
HOLLY,0.951080139876472,0.017229574393120516,0.018122312471237606,0.013567973259169879,215259.4954974717
ELAINE,0.7576339766867534,0.05341171857987172,0.1416515856122729,0.04730271912110212,243256.76867239678
HAROLD,0.7252365960587129,0.05414202947833399,0.2081098004790516,0.01251157398390143,255274.99905479501
ASHLEY,0.8312287410023044,0.04313753503504643,0.11691653837494148,0.008717185587707788,233383.3868595651
JULIA,0.6789813144906055,0.20277094794785402,0.09591290850136903,0.022334829060171552,258250.84544785824
RENEE,0.7852361937783402,0.049866976055067014,0.15083723575974287,0.014059594406849955,239653.21815806522
MEGAN,0.9571896512771417,0.02150901011780108,0.017070364864545138,0.00423097374051193,209167.61472408488
LAUREN,0.9148781663359555,0.027298601052311713,0.04870930597861982,0.009113926633112859,214159.5407850528
HOWARD,0.7668752273275318,0.014763875214301305,0.1811742346912345,0.037186662766932325,233280.03695625445
ALEXANDER,0.6567609908835897,0.20866656723786994,0.08133987723328186,0.053232564645258384,248333.32377356678
PEGGY,0.8573006268178777,0.03664855308716373,0.09137367805174224,0.01467714204321639,217851.6867137013
STACY,0.8757293259601233,0.03104290228485112,0.07914122824256518,0.014086543512460352,214389.52021256398
EUGENE,0.6885840674145899,0.06655528657617994,0.1985719691356056,0.04628867687362457,239157.32874727884
HEIDI,0.947371127839766,0.02532214765811901,0.013061136133381316,0.014245588368733702,198788.9887238355
DEAN,0.9207392394832554,0.01863423488751765,0.027742847690500335,0.03288367793872671,199229.576671716
SHERRY,0.8198978566723788,0.024410123947041684,0.13614010338107385,0.01955191599950561,217440.69660120292
MELANIE,0.8261310229868065,0.061581873875764165,0.09213746864414075,0.02014963449328851,215471.8192741209
RODNEY,0.6741271831172468,0.037984908089199604,0.2701320213549834,0.01775588743857015,244999.70337859733
STACEY,0.8400941830781081,0.04252346194761717,0.10736048265686234,0.010021872317412358,212413.26317773518
GINA,0.7908626182566234,0.09970979482353964,0.08148004617609339,0.027947540743743435,215342.7716617853
FRANCIS,0.7847669907566869,0.06026959878949178,0.10005639991014192,0.05490701054367941,211232.72006154308
BRENT,0.934998925532031,0.02313181204352114,0.035047136316502005,0.006822126107945743,194870.73614461525
ROY,0.7006718178301218,0.08544361831591307,0.1693399710828536,0.044544592771111405,226898.24226239516
RHONDA,0.7415202467589559,0.02101928029182699,0.2347318955282204,0.0027285774209968236,227914.93527651258
DANIELLE,0.8075590729467776,0.049914065639764346,0.1391974528122503,0.003329408601207685,212644.5045864571
STANLEY,0.7035193973797125,0.028019161342302437,0.21355750707112695,0.0549039342068581,218037.74392779445
EILEEN,0.8881327184894791,0.058024870791338834,0.03216576204803708,0.021676648671144973,191967.25903309498
FRANCES,0.6522474473704409,0.161686750356766,0.1630929254702434,0.02297287680254954,232089.05437146052
ANITA,0.5766858203554078,0.14876367628892645,0.212557353720085,0.061993149635580794,237818.04991055757
MANUEL,0.07031960639811137,0.8997419746506311,0.013009991566705336,0.016928427384552226,450488.60301468975
JEFFERY,0.8539659950171913,0.01637338051720619,0.11872777201035048,0.010932852455252088,194551.54355872283
SALLY,0.8842498096513977,0.06530675679485695,0.024369516185244685,0.026073917368500718,186979.64284759358
JESSE,0.5635415414305118,0.25955243518219456,0.16108484528095246,0.015821178106341247,246516.87058730464
ANTONIO,0.14011767502627845,0.7455886092574455,0.08506068184488368,0.029233033871392346,393778.4493980644
JACOB,0.8350283016997023,0.08160706342716123,0.054270880742392384,0.029093754130744196,191935.71373314518
JORGE,0.03115646569895581,0.9628203373817471,0.0020062604791612933,0.0040169364401357694,483826.43500980997
BRETT,0.9561163459983602,0.010416823772233021,0.030986862839022564,0.0024799673903842744,178240.28284142778
DANNY,0.6629259584772315,0.14389813565808793,0.10772572981220424,0.08545017605247628,209034.2763727089
JEANNE,0.930631687391728,0.01637011943657688,0.0346296557563048,0.018368537415390275,178255.96504867726
RITA,0.6287632739492208,0.19247408010307232,0.13485868298654424,0.04390396296116277,221859.79361414522
CURTIS,0.6623276168910026,0.013161395935320053,0.3081274887410217,0.01638349843265562,222548.50816279027
JEFF,0.9243860983515767,0.025617412465850486,0.020323458313870738,0.029673030868701974,176184.81970147014
ALICE,0.6365481864185716,0.11590145460020641,0.18292159921434262,0.06462875976687925,215779.56670309196
ALLEN,0.7819837135655925,0.02750965916670988,0.1450412595697727,0.04546536769792489,193433.55609191424
DEREK,0.8067241981908158,0.02090545728116496,0.13328509983904155,0.03908524468897778,190525.1351485325
VICKI,0.8929621920473241,0.023403545397152118,0.06995593860061987,0.01367832395490398,181299.6857999242
TRAVIS,0.8530954589996651,0.019834903900707933,0.11808380052771829,0.008985836571908778,187765.07786190495
TROY,0.7943471641898988,0.02174001033212064,0.17484658696901173,0.00906623850896893,195205.62541149367
FRANCISCO,0.031474200446791445,0.954477805983106,0.0021169107662550417,0.01193108280384736,459213.0168986667
JESUS,0.013710467949921411,0.9765562963657066,0.0,0.009733235684371937,472896.4486273464
LEONARD,0.7002815101478868,0.0773728856439797,0.2055561620152692,0.016789442192864466,206025.31384738703
CATHY,0.8192140196688932,0.054554350721233706,0.10034828428976143,0.025883345320111682,184726.83904240746
JOANN,0.7631223762813888,0.07392938702675393,0.1460364222028467,0.016911814489010617,194392.1431906819
HARRY,0.7606644817012495,0.04754159275989208,0.15258110803780242,0.039212817501056194,190131.46105254264
TIFFANY,0.6376422404685232,0.03274167172516893,0.2888208385455902,0.04079524926071758,211500.77568914954
TARA,0.8558120596606018,0.025176714307950935,0.10714408876586144,0.011867137265585826,179016.4944746342
TERRI,0.8509355929012928,0.032791129035483826,0.10233578022891338,0.013937497834309908,178050.5508611597
JOE,0.44599204957179756,0.35822571602010456,0.16258219021528,0.033200044192817885,248484.9845327333
ALLISON,0.8984772387779517,0.017434086767567334,0.06609189630776817,0.017996778146712755,167261.68318659536
FRED,0.733090612079893,0.09692119031760993,0.1446636938952657,0.025324503707231397,189296.11301519012
MIGUEL,0.021703086338096683,0.9670365495056795,0.0072924268282612715,0.003967937327962547,445816.7289075616
TAMARA,0.8095516370170788,0.044718420220430675,0.14075047859759235,0.004979464164898089,178055.666427813
THEODORE,0.7602902423472212,0.03336665860059998,0.18502555008296112,0.021317548969217757,183138.1737957251
ALICIA,0.40682981469122176,0.4440124320643635,0.13253074344993793,0.016627009794476726,250499.4560863725
MARIO,0.13620881740326948,0.8063623538945915,0.04077605638963908,0.016652772312499856,350635.97569338826
PHYLLIS,0.7097638820363704,0.03402841984057398,0.24342484822847021,0.012782849894585424,187971.05090727255
NORMAN,0.764417792462495,0.03638930312013887,0.16173363066628582,0.03745927375108026,175088.67506230625
